,date,pm25,AQI,Levels of Concern
1142,2017-03-17,164.0,214.4,Very Unhealthy
1143,2017-03-18,171.0,221.3,Very Unhealthy
1144,2017-03-19,178.0,228.3,Very Unhealthy
1145,2017-03-20,175.0,225.3,Very Unhealthy
1146,2017-03-21,131.0,189.9,Unhealthy
1147,2017-03-22,153.0,203.5,Very Unhealthy
1148,2017-03-23,126.0,187.4,Unhealthy
1149,2017-03-24,142.0,195.6,Unhealthy
1150,2017-03-25,121.0,184.8,Unhealthy
1151,2017-03-26,144.0,196.6,Unhealthy
1152,2017-03-27,124.0,186.3,Unhealthy
1153,2017-03-28,139.0,194.1,Unhealthy
1154,2017-03-29,142.0,195.6,Unhealthy
1155,2017-03-30,170.0,220.3,Very Unhealthy
1156,2017-03-31,166.0,216.4,Very Unhealthy
1157,2017-04-01,138.0,193.6,Unhealthy
980,2017-04-02,164.0,214.4,Very Unhealthy
981,2017-04-03,156.0,206.5,Very Unhealthy
982,2017-04-04,160.0,210.4,Very Unhealthy
983,2017-04-05,161.0,211.4,Very Unhealthy
984,2017-04-06,171.0,221.3,Very Unhealthy
985,2017-04-07,131.0,189.9,Unhealthy
986,2017-04-08,156.0,206.5,Very Unhealthy
987,2017-04-09,147.0,198.2,Unhealthy
988,2017-04-10,64.0,155.4,Unhealthy
989,2017-04-11,58.0,152.3,Unhealthy
990,2017-04-12,144.0,196.6,Unhealthy
991,2017-04-13,157.0,207.4,Very Unhealthy
992,2017-04-14,158.0,208.4,Very Unhealthy
993,2017-04-15,145.0,197.2,Unhealthy
994,2017-04-16,155.0,205.5,Very Unhealthy
995,2017-04-17,161.0,211.4,Very Unhealthy
996,2017-04-18,90.0,168.8,Unhealthy
997,2017-04-19,113.0,180.7,Unhealthy
998,2017-04-20,156.0,206.5,Very Unhealthy
999,2017-04-21,117.0,182.7,Unhealthy
1000,2017-04-22,122.0,185.3,Unhealthy
1001,2017-04-23,126.0,187.4,Unhealthy
1002,2017-04-24,135.0,192.0,Unhealthy
1003,2017-04-25,144.0,196.6,Unhealthy
1004,2017-04-26,144.0,196.6,Unhealthy
1005,2017-04-27,152.0,202.5,Very Unhealthy
1006,2017-04-28,128.0,188.4,Unhealthy
1007,2017-04-29,142.0,195.6,Unhealthy
1008,2017-04-30,127.0,187.9,Unhealthy
1009,2017-05-01,145.0,197.2,Unhealthy
1010,2017-05-02,159.0,209.4,Very Unhealthy
1011,2017-05-03,144.0,196.6,Unhealthy
1012,2017-05-04,142.0,195.6,Unhealthy
1013,2017-05-05,77.0,162.1,Unhealthy
1014,2017-05-06,118.0,183.2,Unhealthy
1015,2017-05-07,234.0,283.7,Very Unhealthy
1016,2017-05-08,187.0,237.2,Very Unhealthy
1017,2017-05-09,119.0,183.8,Unhealthy
1018,2017-05-10,113.0,180.7,Unhealthy
1019,2017-05-11,141.0,195.1,Unhealthy
1020,2017-05-12,151.0,201.5,Very Unhealthy
1021,2017-05-13,93.0,170.3,Unhealthy
1022,2017-05-14,110.0,179.1,Unhealthy
1023,2017-05-15,162.0,212.4,Very Unhealthy
1024,2017-05-16,138.0,193.6,Unhealthy
1025,2017-05-17,141.0,195.1,Unhealthy
1026,2017-05-18,148.0,198.7,Unhealthy
1027,2017-05-19,160.0,210.4,Very Unhealthy
1028,2017-05-20,167.0,217.4,Very Unhealthy
1029,2017-05-21,171.0,221.3,Very Unhealthy
1030,2017-05-22,157.0,207.4,Very Unhealthy
1031,2017-05-23,128.0,188.4,Unhealthy
1032,2017-05-24,74.0,160.5,Unhealthy
1033,2017-05-25,99.0,173.4,Unhealthy
1034,2017-05-26,122.0,185.3,Unhealthy
1035,2017-05-27,178.0,228.3,Very Unhealthy
1036,2017-05-28,139.0,194.1,Unhealthy
1037,2017-05-29,137.0,193.0,Unhealthy
1038,2017-05-30,141.0,195.1,Unhealthy
1039,2017-05-31,155.0,205.5,Very Unhealthy
1040,2017-06-01,157.0,207.4,Very Unhealthy
1041,2017-06-02,116.0,182.2,Unhealthy
1042,2017-06-03,161.0,211.4,Very Unhealthy
1043,2017-06-04,158.0,208.4,Very Unhealthy
1044,2017-06-05,145.0,197.2,Unhealthy
1045,2017-06-06,113.0,180.7,Unhealthy
1046,2017-06-07,75.0,161.1,Unhealthy
1047,2017-06-08,104.0,176.0,Unhealthy
1048,2017-06-09,135.0,192.0,Unhealthy
1049,2017-06-10,112.0,180.1,Unhealthy
1050,2017-06-11,108.0,178.1,Unhealthy
1051,2017-06-12,91.0,169.3,Unhealthy
1052,2017-06-13,100.0,174.0,Unhealthy
1053,2017-06-14,96.0,171.9,Unhealthy
1054,2017-06-15,112.0,180.1,Unhealthy
1055,2017-06-16,146.0,197.7,Unhealthy
1056,2017-06-17,136.0,192.5,Unhealthy
1057,2017-06-18,140.0,194.6,Unhealthy
1058,2017-06-19,127.0,187.9,Unhealthy
1059,2017-06-20,115.0,181.7,Unhealthy
1060,2017-06-21,152.0,202.5,Very Unhealthy
1061,2017-06-22,158.0,208.4,Very Unhealthy
1062,2017-06-25,126.0,187.4,Unhealthy
1063,2017-06-26,135.0,192.0,Unhealthy
1064,2017-06-27,130.0,189.4,Unhealthy
1065,2017-06-28,95.0,171.4,Unhealthy
1066,2017-06-29,97.0,172.4,Unhealthy
1067,2017-06-30,104.0,176.0,Unhealthy
1068,2017-07-01,72.0,159.5,Unhealthy
920,2017-07-02,52.0,141.6,Unhealthy for Sensitive Groups
921,2017-07-03,72.0,159.5,Unhealthy
922,2017-07-04,124.0,186.3,Unhealthy
923,2017-07-05,91.0,169.3,Unhealthy
924,2017-07-06,79.0,163.1,Unhealthy
925,2017-07-07,74.0,160.5,Unhealthy
926,2017-07-08,66.0,156.4,Unhealthy
927,2017-07-09,76.0,161.6,Unhealthy
928,2017-07-10,70.0,158.5,Unhealthy
929,2017-07-11,63.0,154.9,Unhealthy
930,2017-07-12,60.0,153.3,Unhealthy
931,2017-07-13,47.0,129.3,Unhealthy for Sensitive Groups
932,2017-07-14,79.0,163.1,Unhealthy
933,2017-07-15,76.0,161.6,Unhealthy
934,2017-07-16,90.0,168.8,Unhealthy
935,2017-07-19,96.0,171.9,Unhealthy
936,2017-07-20,67.0,156.9,Unhealthy
937,2017-07-21,64.0,155.4,Unhealthy
938,2017-07-22,63.0,154.9,Unhealthy
939,2017-07-23,95.0,171.4,Unhealthy
