date, pm25, pm10, o3, no2, so2, co
2019/4/22, 97, 87, , 56, 3, 8
2019/4/23, 139, 84, , 29, 1, 5
2019/4/24, 93, 63, , 20, 1, 4
2019/4/25, 80, 77, , 18, 2, 5
2019/4/26, 98, 70, , 21, 3, 5
2019/4/27, 84, 66, , 19, 2, 3
2019/4/28, 97, 52, , 8, 1, 2
2019/4/29, 67, 34, , 9, 1, 4
2019/4/30, 37, 47, , 16, 1, 3
2019/5/1, 60, 45, , 12, 1, 2
2019/5/2, 61, 20, , 5, , 1
2019/5/3, 34, 22, , 3, 1, 1
2019/5/4, 33, 24, , 4, , 2
2019/5/5, 35, 35, , 12, , 2
2019/5/6, 57, 45, , 17, 1, 4
2019/5/7, 56, 78, , 20, 1, 7
2019/5/8, 104, 47, , 15, 1, 2
2019/5/9, 78, 39, , 6, , 2
2019/5/10, 62, 42, , 12, , 3
2019/5/11, 64, 39, , 6, , 2
2019/5/12, 59, 40, , 13, , 4
2019/5/13, 59, 44, , 10, , 3
2019/5/14, 58, 40, , 7, , 2
2019/5/15, 53, 43, , 10, , 4
2019/5/16, 59, 32, , 7, , 4
2019/5/17, 41, 37, , 11, , 4
2019/5/18, 49, 44, , 12, , 3
2019/5/19, 51, 41, , 8, , 2
2019/5/20, 53, 38, , 12, 1, 3
2019/5/21, 54, 47, , 16, 1, 3
2019/5/22, 60, 34, , 10, , 2
2019/5/23, 49, 39, , 13, , 3
2019/5/24, 67, 38, , 6, , 4
2019/5/25, 47, 23, , 5, , 2
2019/5/26, 41, 26, , 4, , 2
2019/5/27, 40, 26, , 5, , 2
2019/5/28, 42, , , 7, , 3
2019/5/29, 54, , , 6, , 3
2019/5/30, 59, 39, , 11, , 3
2019/5/31, 75, 45, , 9, , 4
2019/6/1, 72, 31, , 7, , 3
2019/6/2, 49, 27, , 7, , 2
2019/6/3, 42, 26, , 5, , 3
2019/6/4, 45, 31, , 12, 1, 3
2019/6/5, 51, 25, , 11, 1, 2
2019/6/6, 34, 46, , 20, , 3
2019/6/7, 60, 61, , 24, , 5
2019/6/8, 82, 64, , 24, , 6
2019/6/9, 99, 47, , 16, , 5
2019/6/10, 81, 33, , 8, , 3
2019/6/11, 56, 41, , 16, , 3
2019/6/12, 69, , , , , 
2019/6/14, 95, 33, , , , 5
2019/6/15, 59, 39, , , , 4
2019/6/16, 59, 31, , , , 3
2019/6/17, 48, 26, , , , 3
2019/6/18, 42, 30, , , , 2
2019/6/19, 48, 31, , , , 2
2019/6/20, 47, 30, , , , 3
2019/6/21, 52, 40, , , , 3
2019/6/22, 60, 37, , , , 2
2019/6/23, 62, 32, , , , 3
2019/6/24, 45, 32, , , , 4
2019/6/25, 42, , , , , 
2019/6/27, 56, 20, , , , 3
2019/6/28, 41, 7, , , 1, 3
2019/1/2, 68, 13, , 7, 1, 3
2019/1/3, 47, 28, , 9, , 4
2019/1/4, 74, 24, , 12, , 4
2019/1/5, 56, 32, , 10, , 4
2019/1/6, 70, 18, , 7, , 4
2019/1/7, 48, 13, , 7, , 3
2019/1/8, 41, 10, , 7, , 2
2019/1/9, 29, 21, , 12, , 5
2019/1/10, 59, 35, , 14, , 5
2019/1/11, 86, 22, , 13, 1, 4
2019/1/12, 64, 20, , 8, , 3
2019/1/13, 62, 31, , 10, 1, 3
2019/1/14, 68, 18, , 11, , 2
2019/1/15, 47, 19, , 7, 1, 2
2019/1/16, 52, 12, , 10, , 2
2019/1/17, 37, 10, , 7, , 2
2019/1/18, 39, 14, , 7, 1, 1
2019/1/19, 39, 14, , 7, , 2
2019/1/20, 35, 9, , 7, , 1
2019/1/21, 30, 12, , 8, 1, 3
2019/1/22, 30, 16, , 8, , 4
2019/1/23, 49, 20, , 13, 1, 4
2019/1/24, 55, 40, , 20, , 8
2019/1/25, 93, 31, , 15, , 7
2019/1/26, 76, 26, , 13, , 4
2019/1/27, 68, 13, , 9, 1, 2
2019/1/28, 42, 33, , 15, , 6
2019/1/29, 74, 36, , 12, , 3
2019/1/30, 88, 37, , 12, , 3
2019/1/31, 90, 35, , 13, , 2
2019/2/1, 82, 28, , 13, , 3
2019/2/2, 74, 51, , 16, , 5
2019/2/3, 123, 36, , 11, 1, 3
2019/2/4, 94, 22, , 10, , 2
2019/2/5, 62, 15, , 9, , 4
2019/2/6, 40, 15, , 9, , 3
2019/2/7, 27, 17, , 8, , 3
2019/2/8, 47, 18, , 9, , 3
2019/2/9, 42, 19, , 8, , 2
2019/2/10, 56, 21, , 5, , 2
2019/2/11, 57, 26, , 8, , 3
2019/2/12, 68, 26, , 9, , 2
2019/2/13, 73, 16, , 12, , 3
2019/2/14, 45, 15, , 13, , 3
2019/2/15, 39, 8, , 8, , 1
2019/2/16, 25, 10, , 8, , 3
2019/2/17, 23, 10, , 4, , 2
2019/2/18, 18, 19, , 3, , 2
2019/2/19, 30, 30, , 12, , 3
2019/2/20, 27, 24, , 9, , 2
2019/2/21, 56, 13, , 6, , 3
2019/2/22, 31, 12, , 5, , 2
2019/2/23, 31, 11, , 9, , 4
2019/2/24, 25, 16, , 9, , 2
2019/2/25, 33, 8, , 8, , 1
2019/2/26, 12, 10, , 8, , 2
2019/2/27, 18, 17, , 9, , 3
2019/2/28, 20, 16, , 14, , 2
2019/3/1, 25, 20, , 13, , 3
2019/3/2, 55, 13, , 9, , 3
2019/3/3, 36, 11, , 7, , 2
2019/3/4, 27, 27, , 18, , 3
2019/3/5, 68, 16, , 10, , 2
2019/3/6, 50, 14, , 5, , 3
2019/3/7, 43, , , , , 
2019/3/21, 27, 28, , 11, , 3
2019/3/22, 32, 16, , 9, 1, 3
2019/3/23, 20, 10, , 5, , 2
2019/3/24, 24, , , , , 
2019/3/26, 23, 37, , 12, , 3
2019/3/27, 43, 30, , 9, , 2
2019/3/28, 36, 31, , 7, , 2
2019/3/29, 36, 26, , 14, , 2
2019/3/30, 41, 23, , 10, , 2
2019/3/31, 44, 33, , 7, , 3
2019/4/1, 50, 32, , 5, , 2
2018/10/2, 47, 34, , 12, , 3
2018/10/3, 56, 23, , 8, , 3
2018/10/4, 53, 15, , 6, , 3
2018/10/5, 33, 21, , 6, , 3
2018/10/6, 39, 14, , 5, , 1
2018/10/7, 31, 28, , 6, , 3
2018/10/8, 48, 28, , 6, , 4
2018/10/9, 41, 36, , 14, , 5
2018/10/10, 50, 28, , 9, , 2
2018/10/11, 44, 28, , 8, 1, 3
2018/10/12, 41, 38, , 10, , 4
2018/10/13, 47, 28, , 10, , 3
2018/10/14, 47, 42, , 10, , 3
2018/10/15, 66, 56, , 16, , 6
2018/10/16, 86, 45, , 14, , 3
2018/10/17, 72, 94, , 27, 1, 8
