Month,Avg AQI_18,Avg AQI_19,Avg AQI_20
01,84.10000000000001,79.71666666666667,75.05666666666666
02,89.375,106.16071428571429,65.07931034482758
03,114.9225806451613,82.04193548387096,83.83870967741937
04,112.82333333333331,122.10999999999999,62.86666666666666
05,108.26129032258062,90.39999999999999,59.33225806451614
06,72.04444444444445,84.30666666666667,75.53666666666666
07,89.85833333333333,65.75,52.04999999999999
