date, pm25, pm10, o3, so2, co
12/1/2014,26, , , , 
12/2/2014,34, , , , 
12/3/2014,39, , , , 
12/4/2014,36, , , , 
12/5/2014,40, , , , 
12/6/2014,39, , , , 
12/7/2014,29, , , , 
12/8/2014,40, , , , 
12/9/2014,45, , , , 
12/10/2014,33, , , , 
12/11/2014,46, , , , 
12/12/2014,56, , , , 
12/13/2014,50, , , , 
12/14/2014,42, , , , 
12/15/2014,38, , , , 
12/16/2014,50, , , , 
12/17/2014,56, , , , 
12/18/2014,46, , , , 
12/19/2014,49, , , , 
12/20/2014,49, , , , 
12/21/2014,34, , , , 
12/22/2014,37, , , , 
12/23/2014,27, , , , 
12/24/2014,28, , , , 
12/25/2014,44, , , , 
12/26/2014,31, , , , 
12/27/2014,47, , , , 
12/28/2014,39, , , , 
12/29/2014,30, , , , 
1/2/2015,31, , , , 
1/3/2015,14, , , , 
1/8/2015,27, , , , 
1/9/2015,35, , , , 
1/10/2015,33, , , , 
1/11/2015,46, , , , 
1/12/2015,28, , , , 
1/13/2015,43, , , , 
1/14/2015,27, , , , 
1/15/2015,34, , , , 
1/16/2015,46, , , , 
1/17/2015,36, , , , 
1/18/2015,31, , , , 
1/19/2015,34, , , , 
1/20/2015,47, , , , 
1/21/2015,35, , , , 
1/22/2015,43, , , , 
1/23/2015,35, , , , 
1/24/2015,28, , , , 
1/25/2015,26, , , , 
1/26/2015,28, , , , 
1/27/2015,34, , , , 
1/28/2015,28, , , , 
1/29/2015,35, , , , 
1/30/2015,38, , , , 
1/31/2015,45, , , , 
2/1/2015,40, , , , 
2/2/2015,30, , , , 
2/3/2015,40, , , , 
2/4/2015,35, , , , 
2/5/2015,41, , , , 
2/6/2015,31, , , , 
2/7/2015,40, , , , 
2/8/2015,28, , , , 
2/9/2015,26, , , , 
2/10/2015,39, , , , 
2/11/2015,34, , , , 
2/12/2015,43, , , , 
2/13/2015,37, , , , 
2/14/2015,55, , , , 
2/15/2015,50, , , , 
2/16/2015,49, , , , 
2/17/2015,50, , , , 
2/18/2015,47, , , , 
2/19/2015,29, , , , 
2/20/2015,26, , , , 
2/21/2015,33, , , , 
2/22/2015,34, , , , 
2/23/2015,35, , , , 
2/24/2015,32, , , , 
2/25/2015,37, , , , 
2/26/2015,40, , , , 
2/27/2015,47, , , , 
2/28/2015,44, , , , 
3/1/2015,43, , , , 
3/2/2015,33, , , , 
3/3/2015,35, , , , 
3/4/2015,33, , , , 
3/5/2015,34, , , , 
3/6/2015,36, , , , 
3/7/2015,41, , , , 
3/8/2015,33, , , , 
3/9/2015,30, , , , 
3/10/2015,35, , , , 
3/11/2015,37, , , , 
3/12/2015,48, , , , 
3/13/2015,39, , , , 
3/14/2015,34, , , , 
3/15/2015,33, , , , 
3/16/2015,38, , , , 
3/17/2015,42, , , , 
3/18/2015,39, , , , 
3/19/2015,48, , , , 
3/20/2015,49, , , , 
3/21/2015,53, , , , 
3/22/2015,58, , , , 
3/23/2015,50, , , , 
3/24/2015,57, , , , 
3/25/2015,46, , , , 
3/26/2015,40, , , , 
3/27/2015,50, , , , 
3/28/2015,51, , , , 
3/29/2015,30, , , , 
3/30/2015,32, , , , 
3/31/2015,42, , , , 
4/1/2015,50, , , , 
4/2/2015,48, , , , 
4/3/2015,48, , , , 
4/4/2015,35, , , , 
4/5/2015,35, , , , 
4/6/2015,34, , , , 
4/7/2015,38, , , , 
4/8/2015,35, , , , 
4/9/2015,33, , , , 
4/10/2015,43, , , , 
4/11/2015,43, , , , 
4/12/2015,38, , , , 
4/13/2015,35, , , , 
4/14/2015,35, , , , 
4/15/2015,33, , , , 
4/16/2015,33, , , , 
4/17/2015,30, , , , 
4/18/2015,24, , , , 
4/19/2015,27, , , , 
4/20/2015,28, , , , 
4/21/2015,53, , , , 
4/22/2015,57, , , , 
4/23/2015,50, , , , 
4/24/2015,43, , , , 
4/25/2015,51, , , , 
4/26/2015,53, , , , 
4/27/2015,77, , , , 
4/28/2015,75, , , , 
4/29/2015,54, , , , 
4/30/2015,36, , , , 
5/1/2015,47, , , , 
5/2/2015,39, , , , 
5/3/2015,44, , , , 
5/4/2015,30, , , , 
5/5/2015,35, , , , 
5/6/2015,33, , , , 
5/7/2015,24, , , , 
5/8/2015,33, , , , 
5/9/2015,33, , , , 
5/10/2015,50, , , , 
5/11/2015,86, , , , 
5/12/2015,47, , , , 
5/13/2015,40, , , , 
5/14/2015,45, , , , 
5/15/2015,40, , , , 
5/16/2015,33, , , , 
5/17/2015,34, , , , 
5/18/2015,37, , , , 
5/19/2015,41, , , , 
5/20/2015,41, , , , 
5/21/2015,37, , , , 
5/22/2015,45, , , , 
5/23/2015,70, , , , 
5/26/2015,50, , , , 
5/27/2015,33, , , , 
5/28/2015,40, , , , 
5/29/2015,40, , , , 
5/30/2015,37, , , , 
5/31/2015,31, , , , 
6/1/2015,27, , , , 
6/2/2015,33, , , , 
6/3/2015,32, , , , 
6/4/2015,33, , , , 
6/5/2015,45, , , , 
6/6/2015,42, , , , 
6/7/2015,31, , , , 
6/8/2015,32, , , , 
6/9/2015,34, , , , 
6/10/2015,35, , , , 
6/11/2015,37, , , , 
6/12/2015,58, , , , 
6/13/2015,59, , , , 
6/14/2015,47, , , , 
6/15/2015,32, , , , 
6/16/2015,38, , , , 
6/17/2015,33, , , , 
6/18/2015,99, , , , 
6/19/2015,62, , , , 
6/20/2015,34, , , , 
6/21/2015,30, , , , 
6/22/2015,24, , , , 
6/23/2015,40, , , , 
6/24/2015,40, , , , 
6/25/2015,48, , , , 
6/26/2015,55, , , , 
